text,IsHAB_AIDE_SOC
"This establishment is a EHPAD located in CHAMBOULIVE, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 26 places. It offers complete accommodation, temporary accommodation. It does not have APL housing support. Its minimum price is 1796.4 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in CORNIL, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 99 places. It offers complete accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2020.8 euros. The median minimum price in its department is 1834.8 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in CORREZE, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 74 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 1958.4 euros. The median minimum price in its department is 1834.8 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in MARCILLAC LA CROISILLE, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 41 places. It offers complete accommodation, an adapted care and activity center. It does not have APL housing support. Its minimum price is 2032.5 euros. The median minimum price in its department is 1834.8 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in MEYMAC, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 86 places. It offers complete accommodation, day care, an adapted care and activity center. It does not have APL housing support. Its minimum price is 1751.1 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 4 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PERPEZAC LE NOIR, CORREZE. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 19 places. It offers complete accommodation. It has APL housing support. Its minimum price is 1834.8 euros. The median minimum price in its department is 1834.8 euros. Its price is equal to the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in SORNAC, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 60 places. It offers complete accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 1792.5 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in SEILHAC, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 74 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 1881.3 euros. The median minimum price in its department is 1834.8 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in TULLE, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 90 places. It offers complete accommodation, temporary accommodation, day care. It does not have APL housing support. Its minimum price is 1774.2 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BORT LES ORGUES, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 86 places. It offers complete accommodation, day care, an Alzheimer specialized unit, an adapted care and activity center. It has APL housing support. Its minimum price is 1717.2 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in CORNIL, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 136 places. It offers complete accommodation, temporary accommodation. It does not have APL housing support. Its minimum price is 1816.8 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 11 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BRIVE LA GAILLARDE, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 160 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit, an adapted care and activity center. It does not have APL housing support. Its minimum price is 2067.6 euros. The median minimum price in its department is 1834.8 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in MALEMORT SUR CORREZE, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 102 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2067.6 euros. The median minimum price in its department is 1834.8 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BEAULIEU SUR DORDOGNE, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 185 places. It offers complete accommodation, an Alzheimer specialized unit, an adapted care and activity center. It does not have APL housing support. Its minimum price is 1860.3 euros. The median minimum price in its department is 1834.8 euros. Its price is above the department median price. Its price is close to the department median. It has 4 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in EGLETONS, CORREZE. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 93 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit, an adapted care and activity center. It does not have APL housing support. Its minimum price is 1831.5 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Résidence autonomie located in LAGUENNE, CORREZE. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 30 places. It offers complete accommodation. It has APL housing support. It offers F1Bis housing, F2 housing. Its minimum price is 502.28 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 4 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in USSEL, CORREZE. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 60 places. It offers complete accommodation. It has APL housing support. It offers F2 housing. Its minimum price is 458.55 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 1 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in BRIVE LA GAILLARDE, CORREZE. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 57 places. It offers complete accommodation. It has APL housing support. It offers F1 housing, F1Bis housing, F2 housing. Its minimum price is 1058.96 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 3 residence autonomy price fields filled.",1
"This establishment is a Résidence autonomie located in BRIVE LA GAILLARDE, CORREZE. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 75 places. It offers complete accommodation. It has APL housing support. It offers F1 housing, F1Bis housing, F2 housing. Its minimum price is 918.05 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 3 residence autonomy price fields filled.",1
"This establishment is a Résidence autonomie located in BRIVE LA GAILLARDE, CORREZE. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 64 places. It offers complete accommodation. It has APL housing support. It offers F1Bis housing, F2 housing. Its minimum price is 772.57 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 3 residence autonomy price fields filled.",1
"This establishment is a Résidence autonomie located in BORT LES ORGUES, CORREZE. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 70 places. It offers complete accommodation. It does not have APL housing support. It offers F1 housing, F2 housing. Its minimum price is 405.0 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 2 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in OBJAT, CORREZE. Its legal status is Privé non lucratif. It is classified as: residence autonomy. It has a capacity of 24 places. It offers complete accommodation, temporary accommodation. It has APL housing support. It offers F1Bis housing. Its minimum price is 1124.4 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 3 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in LIGINIAC, CORREZE. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 15 places. It offers complete accommodation, temporary accommodation. It has APL housing support. It offers F1 housing, F1Bis housing, F2 housing. Its minimum price is 699.71 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 3 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in BRIVE LA GAILLARDE, CORREZE. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 95 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 3074.7 euros. The median minimum price in its department is 1834.8 euros. Its price is above the department median price. Its price is much higher than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in VARETZ, CORREZE. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 66 places. It offers complete accommodation, temporary accommodation, day care, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2095.2 euros. The median minimum price in its department is 1834.8 euros. Its price is above the department median price. Its price is close to the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in LAGRAULIERE, CORREZE. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 23 places. It offers complete accommodation, temporary accommodation. It does not have APL housing support. Its minimum price is 1763.7 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Résidence autonomie located in TULLE, CORREZE. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 29 places. It offers complete accommodation. It has APL housing support. It offers F1 housing, F1Bis housing, F2 housing. Its minimum price is 362.87 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 3 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in BRIVE LA GAILLARDE, CORREZE. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 56 places. It offers complete accommodation. It has APL housing support. It offers F1Bis housing, F2 housing. Its minimum price is 699.98 euros. The median minimum price in its department is 1834.8 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 4 residence autonomy price fields filled.",1
"This establishment is a ESLD located in BRIVE LA GAILLARDE, CORREZE. Its legal status is Public. It is classified as: ESLD. It has a capacity of 0 places. It offers complete accommodation. It does not have APL housing support. The median minimum price in its department is 1834.8 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a ESLD located in USSEL, CORREZE. Its legal status is Public. It is classified as: ESLD. It has a capacity of 0 places. It offers complete accommodation. It has APL housing support. The median minimum price in its department is 1834.8 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a ESLD located in BORT LES ORGUES, CORREZE. Its legal status is Public. It is classified as: ESLD. It has a capacity of 0 places. It offers complete accommodation. It has APL housing support. The median minimum price in its department is 1834.8 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a ESLD located in CORNIL, CORREZE. Its legal status is Public. It is classified as: ESLD. It has a capacity of 0 places. It offers complete accommodation. It has APL housing support. The median minimum price in its department is 1834.8 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a ESLD located in UZERCHE, CORREZE. Its legal status is Public. It is classified as: ESLD. It has a capacity of 0 places. It offers complete accommodation. It has APL housing support. The median minimum price in its department is 1834.8 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a Accueil de jour located in DIJON, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: day care facility. It has a capacity of 14 places. It offers day care, an Alzheimer specialized unit. It has APL housing support. The median minimum price in its department is 2164.35 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Accueil de jour located in ST APOLLINAIRE, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: day care facility. It has a capacity of 22 places. It offers day care. It does not have APL housing support. The median minimum price in its department is 2164.35 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Accueil de jour located in ASNIERES LES DIJON, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: day care facility. It has a capacity of 19 places. It offers day care, an Alzheimer specialized unit. It does not have APL housing support. The median minimum price in its department is 2164.35 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Accueil de jour located in DIJON, COTE-D'OR. Its legal status is Public. It is classified as: day care facility. It has a capacity of 20 places. It offers day care, an Alzheimer specialized unit. It does not have APL housing support. The median minimum price in its department is 2164.35 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Résidence autonomie located in SAULIEU, COTE-D'OR. Its legal status is Privé commercial. It is classified as: residence autonomy. It has a capacity of 66 places. It offers complete accommodation. It does not have APL housing support. It offers F1Bis housing. Its minimum price is 900.0 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 4 residence autonomy price fields filled.",1
"This establishment is a EHPA located in DIJON, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPA. It has a capacity of 33 places. It offers complete accommodation. It does not have APL housing support. The median minimum price in its department is 2164.35 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPA located in EPOISSES, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPA. It has a capacity of 7 places. It offers complete accommodation. It does not have APL housing support. The median minimum price in its department is 2164.35 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPA located in MOUTIERS ST JEAN, COTE-D'OR. Its legal status is Public. It is classified as: EHPA. It has a capacity of 5 places. It offers complete accommodation. It does not have APL housing support. The median minimum price in its department is 2164.35 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ARNAY LE DUC, COTE-D'OR. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 80 places. It offers complete accommodation. It has APL housing support. Its minimum price is 1827.0 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in VIGNOLES, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 84 places. It offers complete accommodation. It does not have APL housing support. The median minimum price in its department is 2164.35 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BLIGNY SUR OUCHE, COTE-D'OR. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 52 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 1663.2 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is much lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BEAUNE, COTE-D'OR. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 145 places. It offers complete accommodation, temporary accommodation, day care, an Alzheimer specialized unit, an adapted care and activity center. It has APL housing support. Its minimum price is 1883.4 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 11 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DIJON, COTE-D'OR. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 214 places. It offers complete accommodation, day care, an Alzheimer specialized unit, a reinforced accommodation unit. It has APL housing support. Its minimum price is 2016.9 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in LABERGEMENT LES SEURRE, COTE-D'OR. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 49 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 1720.5 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is much lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DIJON, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 10 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2855.7 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PLOMBIERES LES DIJON, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 14 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2855.7 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DIJON, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 11 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2855.7 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in TALANT, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 14 places. It offers complete accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2855.7 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in CHENOVE, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 77 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 1981.2 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in NUITS ST GEORGES, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 80 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2249.4 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in AISEREY, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 33 places. It offers complete accommodation, temporary accommodation, day care, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 3413.7 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DIJON, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 96 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 3068.7 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DIJON, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 84 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 2640.9 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 4 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in DAIX, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 64 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2613.3 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in NEUILLY LES DIJON, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 68 places. It offers complete accommodation. It has APL housing support. Its minimum price is 2777.4 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BROCHON, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 21 places. It offers complete accommodation, temporary accommodation. It does not have APL housing support. Its minimum price is 2741.7 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in AISEY SUR SEINE, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 26 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2613.6 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 11 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DIJON, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 100 places. It offers complete accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2649.9 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ST JEAN DE LOSNE, COTE-D'OR. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 132 places. It offers complete accommodation. It has APL housing support. Its minimum price is 1893.6 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in EPOISSES, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 30 places. It offers complete accommodation. It has APL housing support. Its minimum price is 2675.4 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in RECEY SUR OURCE, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 24 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2655.0 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in SELONGEY, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 73 places. It offers complete accommodation, temporary accommodation, an adapted care and activity center. It does not have APL housing support. Its minimum price is 1974.0 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 9 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BEAUNE, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 84 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2979.6 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 9 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in QUETIGNY, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 75 places. It offers complete accommodation, temporary accommodation, day care. It has APL housing support. Its minimum price is 2292.6 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DIJON, COTE-D'OR. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 84 places. It offers complete accommodation. It has APL housing support. Its minimum price is 1968.3 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 4 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in POUILLY EN AUXOIS, COTE-D'OR. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 73 places. It offers complete accommodation, temporary accommodation, day care, an adapted care and activity center. It has APL housing support. Its minimum price is 1977.3 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DIJON, COTE-D'OR. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 125 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2019.3 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 4 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DIJON, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 87 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 3342.9 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ST SEINE L ABBAYE, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 25 places. It offers complete accommodation. It has APL housing support. Its minimum price is 2709.0 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in TALANT, COTE-D'OR. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 122 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 1668.0 euros. The median minimum price in its department is 2164.35 euros. Its price is below the department median price. Its price is much lower than the department median. It has 8 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in MEURSAULT, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 19 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 2722.8 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 4 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in VELARS SUR OUCHE, COTE-D'OR. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 45 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2715.9 euros. The median minimum price in its department is 2164.35 euros. Its price is above the department median price. Its price is much higher than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
